transactionId,customerRef,customerName,amount,occurredAt,countryCode,city,latitude,longitude,merchantId,merchantCategory,deviceId,paymentMethod,hour,dayOfWeek,isForeign,isNewDevice,isNewPaymentMethod,isDawn,label,scenario
SIM-CUST-010-NORMAL-0002,SIM-CUST-010,Lim Nari,40856,2025-11-29T18:34:18,KR,Daejeon,36.339389,127.38589,utility-daejeon-02,UTILITY,mobile-primary-sim-cust-010,CARD,18,5,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-001-NORMAL-0002,SIM-CUST-001,Kim Minjun,51662,2025-11-29T19:07:45,KR,Seoul,37.552522,126.982463,cafe-seoul-02,CAFE,mobile-primary-sim-cust-001,CARD,19,5,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-007-NORMAL-0002,SIM-CUST-007,Cho Hyunwoo,72943,2025-11-29T19:25:27,KR,Busan,35.183133,129.079181,utility-busan-02,UTILITY,mobile-primary-sim-cust-007,E-PAY,19,5,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-005-NORMAL-0002,SIM-CUST-005,Jung Doyun,91733,2025-11-29T20:19:53,KR,Daejeon,36.336776,127.362549,grocery-daejeon-02,GROCERY,mobile-primary-sim-cust-005,CARD,20,5,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-011-NORMAL-0002,SIM-CUST-011,Han Minjun,65048,2025-11-29T20:37:35,KR,Seoul,37.563386,126.976539,cafe-seoul-02,CAFE,mobile-primary-sim-cust-011,E-PAY,20,5,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-016-NORMAL-0003,SIM-CUST-016,Hwang Yuna,78013,2025-11-30T07:59:34,KR,Seoul,37.545199,127.001859,grocery-seoul-03,GROCERY,mobile-primary-sim-cust-016,CARD,7,6,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-004-NORMAL-0003,SIM-CUST-004,Choi Haein,35013,2025-11-30T08:23:10,KR,Daegu,35.881042,128.617348,grocery-daegu-03,GROCERY,mobile-primary-sim-cust-004,CARD,8,6,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-018-NORMAL-0003,SIM-CUST-018,Song Sumin,58022,2025-11-30T09:05:08,KR,Incheon,37.467872,126.687865,dining-incheon-03,DINING,mobile-primary-sim-cust-018,ACCOUNT,9,6,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-006-NORMAL-0003,SIM-CUST-006,Kang Yuna,122370,2025-11-30T09:29:44,KR,Seoul,37.564032,126.983817,utility-seoul-03,UTILITY,mobile-primary-sim-cust-006,ACCOUNT,9,6,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-007-NORMAL-0003,SIM-CUST-007,Cho Hyunwoo,73118,2025-11-30T10:32:01,KR,Busan,35.16152,129.068954,shopping-busan-03,SHOPPING,mobile-primary-sim-cust-007,E-PAY,10,6,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-017-NORMAL-0003,SIM-CUST-017,Ahn Hyunwoo,65510,2025-11-30T12:02:51,KR,Busan,35.158248,129.06078,utility-busan-03,UTILITY,mobile-primary-sim-cust-017,E-PAY,12,6,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-019-NORMAL-0003,SIM-CUST-019,Hong Jiwon,142695,2025-11-30T12:08:25,KR,Daegu,35.857101,128.597905,utility-daegu-03,UTILITY,mobile-primary-sim-cust-019,CARD,12,6,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-002-NORMAL-0003,SIM-CUST-002,Lee Seoyeon,46033,2025-11-30T12:17:36,KR,Busan,35.160671,129.099257,grocery-busan-03,GROCERY,mobile-primary-sim-cust-002,CARD,12,6,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-009-NORMAL-0003,SIM-CUST-009,Jang Jiwon,163325,2025-11-30T13:38:35,KR,Daegu,35.85313,128.58138,grocery-daegu-03,GROCERY,mobile-primary-sim-cust-009,ACCOUNT,13,6,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-010-NORMAL-0003,SIM-CUST-010,Lim Nari,47464,2025-11-30T13:41:52,KR,Daejeon,36.335657,127.386721,dining-daejeon-03,DINING,mobile-primary-sim-cust-010,CARD,13,6,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-011-NORMAL-0003,SIM-CUST-011,Han Minjun,59443,2025-11-30T13:44:09,KR,Seoul,37.542403,126.958026,online-seoul-03,ONLINE,mobile-primary-sim-cust-011,E-PAY,13,6,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-008-NORMAL-0003,SIM-CUST-008,Yoon Sumin,54370,2025-11-30T15:35:18,KR,Incheon,37.474814,126.680793,grocery-incheon-03,GROCERY,mobile-primary-sim-cust-008,CARD,15,6,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-012-NORMAL-0003,SIM-CUST-012,Oh Seoyeon,45373,2025-11-30T15:47:26,KR,Busan,35.157475,129.050895,utility-busan-03,UTILITY,mobile-primary-sim-cust-012,ACCOUNT,15,6,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-020-NORMAL-0003,SIM-CUST-020,Moon Nari,39078,2025-11-30T18:11:42,KR,Daejeon,36.355361,127.35964,grocery-daejeon-03,GROCERY,mobile-primary-sim-cust-020,E-PAY,18,6,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-013-NORMAL-0003,SIM-CUST-013,Seo Jiho,109340,2025-11-30T18:50:43,KR,Incheon,37.450901,126.718309,online-incheon-03,ONLINE,mobile-primary-sim-cust-013,CARD,18,6,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-014-NORMAL-0003,SIM-CUST-014,Shin Haein,96397,2025-11-30T18:53:00,KR,Daegu,35.88058,128.577305,cafe-daegu-03,CAFE,mobile-primary-sim-cust-014,E-PAY,18,6,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-005-NORMAL-0003,SIM-CUST-005,Jung Doyun,88284,2025-11-30T19:26:27,KR,Daejeon,36.352176,127.402845,online-daejeon-03,ONLINE,mobile-primary-sim-cust-005,CARD,19,6,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-001-NORMAL-0003,SIM-CUST-001,Kim Minjun,56425,2025-11-30T20:14:19,KR,Seoul,37.549483,126.974131,online-seoul-03,ONLINE,mobile-primary-sim-cust-001,CARD,20,6,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-015-NORMAL-0003,SIM-CUST-015,Kwon Doyun,97027,2025-11-30T20:56:17,KR,Daejeon,36.349915,127.383172,transport-daejeon-03,TRANSPORT,mobile-primary-sim-cust-015,ACCOUNT,20,6,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-003-NORMAL-0003,SIM-CUST-003,Park Jiho,74051,2025-11-30T21:20:53,KR,Incheon,37.466502,126.690929,online-incheon-03,ONLINE,mobile-primary-sim-cust-003,E-PAY,21,6,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-009-NORMAL-0004,SIM-CUST-009,Jang Jiwon,164533,2025-12-01T08:45:09,KR,Daegu,35.847737,128.585355,online-daegu-04,ONLINE,mobile-primary-sim-cust-009,ACCOUNT,8,0,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-018-NORMAL-0004,SIM-CUST-018,Song Sumin,58786,2025-12-01T09:12:42,KR,Incheon,37.433158,126.701824,grocery-incheon-04,GROCERY,mobile-primary-sim-cust-018,ACCOUNT,9,0,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-019-NORMAL-0004,SIM-CUST-019,Hong Jiwon,155812,2025-12-01T10:15:59,KR,Daegu,35.854645,128.58436,grocery-daegu-04,GROCERY,mobile-primary-sim-cust-019,CARD,10,0,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-001-NORMAL-0004,SIM-CUST-001,Kim Minjun,61163,2025-12-01T11:21:53,KR,Seoul,37.55833,126.957637,grocery-seoul-04,GROCERY,mobile-primary-sim-cust-001,CARD,11,0,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-013-NORMAL-0004,SIM-CUST-013,Seo Jiho,102561,2025-12-01T11:57:17,KR,Incheon,37.44742,126.684863,online-incheon-04,ONLINE,mobile-primary-sim-cust-013,CARD,11,0,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-017-NORMAL-0004,SIM-CUST-017,Ahn Hyunwoo,66503,2025-12-01T12:09:25,KR,Busan,35.156862,129.069674,cafe-busan-04,CAFE,mobile-primary-sim-cust-017,E-PAY,12,0,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-020-NORMAL-0004,SIM-CUST-020,Moon Nari,44353,2025-12-01T12:18:16,KR,Daejeon,36.357233,127.363934,online-daejeon-04,ONLINE,mobile-primary-sim-cust-020,E-PAY,12,0,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-014-NORMAL-0004,SIM-CUST-014,Shin Haein,109450,2025-12-01T13:00:34,KR,Daegu,35.881172,128.597886,utility-daegu-04,UTILITY,mobile-primary-sim-cust-014,E-PAY,13,0,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-011-NORMAL-0004,SIM-CUST-011,Han Minjun,70705,2025-12-01T13:51:43,KR,Seoul,37.549923,126.98657,cafe-seoul-04,CAFE,mobile-primary-sim-cust-011,E-PAY,13,0,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-006-NORMAL-0004,SIM-CUST-006,Kang Yuna,121889,2025-12-01T14:36:18,KR,Seoul,37.569843,126.993385,dining-seoul-04,DINING,mobile-primary-sim-cust-006,ACCOUNT,14,0,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-008-NORMAL-0004,SIM-CUST-008,Yoon Sumin,58923,2025-12-01T15:42:52,KR,Incheon,37.457813,126.727994,grocery-incheon-04,GROCERY,mobile-primary-sim-cust-008,CARD,15,0,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-012-NORMAL-0004,SIM-CUST-012,Oh Seoyeon,42044,2025-12-01T15:54:00,KR,Busan,35.154858,129.09511,dining-busan-04,DINING,mobile-primary-sim-cust-012,ACCOUNT,15,0,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-016-NORMAL-0004,SIM-CUST-016,Hwang Yuna,80879,2025-12-01T18:06:08,KR,Seoul,37.57099,126.981704,online-seoul-04,ONLINE,mobile-primary-sim-cust-016,CARD,18,0,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-002-NORMAL-0004,SIM-CUST-002,Lee Seoyeon,47919,2025-12-01T18:24:10,KR,Busan,35.170138,129.051284,online-busan-04,ONLINE,mobile-primary-sim-cust-002,CARD,18,0,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-004-NORMAL-0004,SIM-CUST-004,Choi Haein,34985,2025-12-01T18:30:44,KR,Daegu,35.861542,128.589034,dining-daegu-04,DINING,mobile-primary-sim-cust-004,CARD,18,0,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-005-NORMAL-0004,SIM-CUST-005,Jung Doyun,87640,2025-12-01T19:33:01,KR,Daejeon,36.340343,127.37924,cafe-daejeon-04,CAFE,mobile-primary-sim-cust-005,CARD,19,0,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-010-NORMAL-0004,SIM-CUST-010,Lim Nari,52232,2025-12-01T20:48:26,KR,Daejeon,36.369784,127.398578,cafe-daejeon-04,CAFE,mobile-primary-sim-cust-010,CARD,20,0,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-003-NORMAL-0004,SIM-CUST-003,Park Jiho,79290,2025-12-01T21:27:27,KR,Incheon,37.45586,126.686332,online-incheon-04,ONLINE,mobile-primary-sim-cust-003,E-PAY,21,0,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-007-NORMAL-0004,SIM-CUST-007,Cho Hyunwoo,74078,2025-12-01T21:39:35,KR,Busan,35.169615,129.079124,shopping-busan-04,SHOPPING,mobile-primary-sim-cust-007,E-PAY,21,0,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-015-NORMAL-0004,SIM-CUST-015,Kwon Doyun,104768,2025-12-01T22:03:51,KR,Daejeon,36.32731,127.360942,dining-daejeon-04,DINING,mobile-primary-sim-cust-015,ACCOUNT,22,0,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-004-NORMAL-0005,SIM-CUST-004,Choi Haein,42289,2025-12-02T08:37:18,KR,Daegu,35.850098,128.625935,dining-daegu-05,DINING,mobile-primary-sim-cust-004,CARD,8,1,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-013-NORMAL-0005,SIM-CUST-013,Seo Jiho,118991,2025-12-02T09:04:51,KR,Incheon,37.460964,126.681591,grocery-incheon-05,GROCERY,mobile-primary-sim-cust-013,CARD,9,1,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-001-NORMAL-0005,SIM-CUST-001,Kim Minjun,55094,2025-12-02T09:28:27,KR,Seoul,37.554726,126.955173,grocery-seoul-05,GROCERY,mobile-primary-sim-cust-001,CARD,9,1,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-008-NORMAL-0005,SIM-CUST-008,Yoon Sumin,65856,2025-12-02T09:49:26,KR,Incheon,37.479109,126.701789,utility-incheon-05,UTILITY,mobile-primary-sim-cust-008,CARD,9,1,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-012-NORMAL-0005,SIM-CUST-012,Oh Seoyeon,39884,2025-12-02T10:01:34,KR,Busan,35.17614,129.060477,grocery-busan-05,GROCERY,mobile-primary-sim-cust-012,ACCOUNT,10,1,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-003-NORMAL-0005,SIM-CUST-003,Park Jiho,81808,2025-12-02T10:34:01,KR,Incheon,37.453556,126.68459,grocery-incheon-05,GROCERY,mobile-primary-sim-cust-003,E-PAY,10,1,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-019-NORMAL-0005,SIM-CUST-019,Hong Jiwon,170355,2025-12-02T11:22:33,KR,Daegu,35.851433,128.580516,cafe-daegu-05,CAFE,mobile-primary-sim-cust-019,CARD,11,1,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-011-NORMAL-0005,SIM-CUST-011,Han Minjun,63643,2025-12-02T11:58:17,KR,Seoul,37.559404,126.963834,dining-seoul-05,DINING,mobile-primary-sim-cust-011,E-PAY,11,1,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-014-NORMAL-0005,SIM-CUST-014,Shin Haein,97039,2025-12-02T13:07:08,KR,Daegu,35.8523,128.607183,cafe-daegu-05,CAFE,mobile-primary-sim-cust-014,E-PAY,13,1,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-002-NORMAL-0005,SIM-CUST-002,Lee Seoyeon,52773,2025-12-02T13:31:44,KR,Busan,35.200246,129.073672,cafe-busan-05,CAFE,mobile-primary-sim-cust-002,CARD,13,1,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-009-NORMAL-0005,SIM-CUST-009,Jang Jiwon,156553,2025-12-02T14:52:43,KR,Daegu,35.877498,128.581217,dining-daegu-05,DINING,mobile-primary-sim-cust-009,ACCOUNT,14,1,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-018-NORMAL-0005,SIM-CUST-018,Song Sumin,69670,2025-12-02T15:19:16,KR,Incheon,37.460138,126.682402,grocery-incheon-05,GROCERY,mobile-primary-sim-cust-018,ACCOUNT,15,1,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-006-NORMAL-0005,SIM-CUST-006,Kang Yuna,131443,2025-12-02T15:43:52,KR,Seoul,37.580783,126.98861,transfer-seoul-05,TRANSFER,mobile-primary-sim-cust-006,ACCOUNT,15,1,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-016-NORMAL-0005,SIM-CUST-016,Hwang Yuna,72377,2025-12-02T19:13:42,KR,Seoul,37.570137,126.991139,shopping-seoul-05,SHOPPING,mobile-primary-sim-cust-016,CARD,19,1,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-020-NORMAL-0005,SIM-CUST-020,Moon Nari,47629,2025-12-02T19:25:50,KR,Daejeon,36.345659,127.38765,grocery-daejeon-05,GROCERY,mobile-primary-sim-cust-020,E-PAY,19,1,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-010-NORMAL-0005,SIM-CUST-010,Lim Nari,56329,2025-12-02T19:55:00,KR,Daejeon,36.329614,127.386372,dining-daejeon-05,DINING,mobile-primary-sim-cust-010,CARD,19,1,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-017-NORMAL-0005,SIM-CUST-017,Ahn Hyunwoo,63785,2025-12-02T21:16:59,KR,Busan,35.19982,129.08358,medical-busan-05,MEDICAL,mobile-primary-sim-cust-017,E-PAY,21,1,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-005-NORMAL-0005,SIM-CUST-005,Jung Doyun,98412,2025-12-02T21:40:35,KR,Daejeon,36.351241,127.388074,dining-daejeon-05,DINING,mobile-primary-sim-cust-005,CARD,21,1,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-007-NORMAL-0005,SIM-CUST-007,Cho Hyunwoo,85878,2025-12-02T21:46:09,KR,Busan,35.190779,129.090245,utility-busan-05,UTILITY,mobile-primary-sim-cust-007,E-PAY,21,1,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-015-NORMAL-0005,SIM-CUST-015,Kwon Doyun,106813,2025-12-02T22:10:25,KR,Daejeon,36.368946,127.366082,transport-daejeon-05,TRANSPORT,mobile-primary-sim-cust-015,ACCOUNT,22,1,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-002-NORMAL-0006,SIM-CUST-002,Lee Seoyeon,44868,2025-12-03T08:38:18,KR,Busan,35.201233,129.065193,cafe-busan-06,CAFE,mobile-primary-sim-cust-002,CARD,8,2,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-009-NORMAL-0006,SIM-CUST-009,Jang Jiwon,176895,2025-12-03T08:59:17,KR,Daegu,35.871009,128.599701,cafe-daegu-06,CAFE,mobile-primary-sim-cust-009,ACCOUNT,8,2,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-016-NORMAL-0006,SIM-CUST-016,Hwang Yuna,85451,2025-12-03T09:20:16,KR,Seoul,37.575979,126.960023,cafe-seoul-06,CAFE,mobile-primary-sim-cust-016,CARD,9,2,0,0,0,0,0,NORMAL_BASELINE
