transactionId,customerRef,customerName,amount,occurredAt,countryCode,city,latitude,longitude,merchantId,merchantCategory,deviceId,paymentMethod,hour,dayOfWeek,isForeign,isNewDevice,isNewPaymentMethod,isDawn,label,scenario
SIM-CUST-082-NORMAL-0001,SIM-CUST-082,Lee Seoyeon,43034,2025-07-11T09:03:00,KR,Busan,35.157857,129.086834,grocery-busan-01,GROCERY,web-trusted-sim-cust-082,CARD,9,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-025-NORMAL-0001,SIM-CUST-025,Jung Doyun,169954,2025-07-11T09:12:00,KR,Daejeon,36.329758,127.383061,cafe-daejeon-01,CAFE,web-trusted-sim-cust-025,CARD,9,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-067-NORMAL-0001,SIM-CUST-067,Cho Hyunwoo,132183,2025-07-11T09:18:00,KR,Busan,35.156834,129.059037,online-busan-01,ONLINE,web-trusted-sim-cust-067,CARD,9,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-052-NORMAL-0001,SIM-CUST-052,Oh Seoyeon,106102,2025-07-11T09:33:00,KR,Busan,35.165367,129.096352,shopping-busan-01,SHOPPING,web-trusted-sim-cust-052,CARD,9,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-072-NORMAL-0001,SIM-CUST-072,Oh Seoyeon,67387,2025-07-11T09:33:00,KR,Busan,35.204511,129.079437,grocery-busan-01,GROCERY,web-trusted-sim-cust-072,ACCOUNT,9,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-014-NORMAL-0001,SIM-CUST-014,Shin Haein,94536,2025-07-11T09:39:00,KR,Daegu,35.878065,128.599566,utility-daegu-01,UTILITY,web-trusted-sim-cust-014,E-PAY,9,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-016-NORMAL-0001,SIM-CUST-016,Hwang Yuna,66098,2025-07-11T09:45:00,KR,Seoul,37.556712,126.984509,shopping-seoul-01,SHOPPING,web-trusted-sim-cust-016,CARD,9,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-078-NORMAL-0001,SIM-CUST-078,Song Sumin,81167,2025-07-11T09:51:00,KR,Incheon,37.467574,126.687711,transport-incheon-01,TRANSPORT,web-trusted-sim-cust-078,ACCOUNT,9,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-020-NORMAL-0001,SIM-CUST-020,Moon Nari,43547,2025-07-11T09:57:00,KR,Daejeon,36.366534,127.40179,online-daejeon-01,ONLINE,web-trusted-sim-cust-020,E-PAY,9,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-060-NORMAL-0001,SIM-CUST-060,Moon Nari,96345,2025-07-11T09:57:00,KR,Daejeon,36.341993,127.395542,transport-daejeon-01,TRANSPORT,web-trusted-sim-cust-060,ACCOUNT,9,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-001-NORMAL-0001,SIM-CUST-001,Kim Minjun,44887,2025-07-11T10:00:00,KR,Seoul,37.566176,126.990789,transport-seoul-01,TRANSPORT,web-trusted-sim-cust-001,CARD,10,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-084-NORMAL-0001,SIM-CUST-084,Choi Haein,120633,2025-07-11T10:09:00,KR,Daegu,35.896138,128.580042,grocery-daegu-01,GROCERY,web-trusted-sim-cust-084,ACCOUNT,10,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-045-NORMAL-0001,SIM-CUST-045,Jung Doyun,126093,2025-07-11T10:12:00,KR,Daejeon,36.329676,127.404185,grocery-daejeon-01,GROCERY,web-trusted-sim-cust-045,ACCOUNT,10,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-087-NORMAL-0001,SIM-CUST-087,Cho Hyunwoo,93450,2025-07-11T10:18:00,KR,Busan,35.178457,129.096912,grocery-busan-01,GROCERY,web-trusted-sim-cust-087,ACCOUNT,10,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-048-NORMAL-0001,SIM-CUST-048,Yoon Sumin,153133,2025-07-11T10:21:00,KR,Incheon,37.444584,126.706539,online-incheon-01,ONLINE,web-trusted-sim-cust-048,ACCOUNT,10,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-051-NORMAL-0001,SIM-CUST-051,Han Minjun,46616,2025-07-11T10:30:00,KR,Seoul,37.552385,126.990516,transport-seoul-01,TRANSPORT,web-trusted-sim-cust-051,ACCOUNT,10,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-013-NORMAL-0001,SIM-CUST-013,Seo Jiho,89304,2025-07-11T10:36:00,KR,Incheon,37.474732,126.727144,online-incheon-01,ONLINE,web-trusted-sim-cust-013,CARD,10,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-036-NORMAL-0001,SIM-CUST-036,Hwang Yuna,96023,2025-07-11T10:45:00,KR,Seoul,37.576645,126.986234,utility-seoul-01,UTILITY,web-trusted-sim-cust-036,ACCOUNT,10,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-037-NORMAL-0001,SIM-CUST-037,Ahn Hyunwoo,69337,2025-07-11T10:48:00,KR,Busan,35.202573,129.059022,grocery-busan-01,GROCERY,web-trusted-sim-cust-037,CARD,10,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-041-NORMAL-0001,SIM-CUST-041,Kim Minjun,53258,2025-07-11T11:00:00,KR,Seoul,37.562465,126.967792,utility-seoul-01,UTILITY,web-trusted-sim-cust-041,E-PAY,11,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-003-NORMAL-0001,SIM-CUST-003,Park Jiho,65624,2025-07-11T11:06:00,KR,Incheon,37.432765,126.720734,online-incheon-01,ONLINE,web-trusted-sim-cust-003,E-PAY,11,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-065-NORMAL-0001,SIM-CUST-065,Jung Doyun,111875,2025-07-11T11:12:00,KR,Daejeon,36.348514,127.385015,dining-daejeon-01,DINING,web-trusted-sim-cust-065,E-PAY,11,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-085-NORMAL-0001,SIM-CUST-085,Jung Doyun,87806,2025-07-11T11:12:00,KR,Daejeon,36.33903,127.382615,grocery-daejeon-01,GROCERY,web-trusted-sim-cust-085,CARD,11,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-007-NORMAL-0001,SIM-CUST-007,Cho Hyunwoo,64130,2025-07-11T11:18:00,KR,Busan,35.160992,129.071511,cafe-busan-01,CAFE,web-trusted-sim-cust-007,E-PAY,11,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-047-NORMAL-0001,SIM-CUST-047,Cho Hyunwoo,48042,2025-07-11T11:18:00,KR,Busan,35.179026,129.084046,grocery-busan-01,GROCERY,web-trusted-sim-cust-047,E-PAY,11,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-029-NORMAL-0001,SIM-CUST-029,Jang Jiwon,79685,2025-07-11T11:24:00,KR,Daegu,35.884455,128.623456,online-daegu-01,ONLINE,web-trusted-sim-cust-029,E-PAY,11,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-093-NORMAL-0001,SIM-CUST-093,Seo Jiho,67203,2025-07-11T11:36:00,KR,Incheon,37.468962,126.721668,online-incheon-01,ONLINE,web-trusted-sim-cust-093,ACCOUNT,11,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-017-NORMAL-0001,SIM-CUST-017,Ahn Hyunwoo,54492,2025-07-11T11:48:00,KR,Busan,35.177318,129.056901,dining-busan-01,DINING,web-trusted-sim-cust-017,E-PAY,11,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-057-NORMAL-0001,SIM-CUST-057,Ahn Hyunwoo,82737,2025-07-11T11:48:00,KR,Busan,35.196295,129.088985,dining-busan-01,DINING,web-trusted-sim-cust-057,ACCOUNT,11,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-021-NORMAL-0001,SIM-CUST-021,Kim Minjun,38897,2025-07-11T12:00:00,KR,Seoul,37.543089,126.973629,utility-seoul-01,UTILITY,web-trusted-sim-cust-021,ACCOUNT,12,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-027-NORMAL-0001,SIM-CUST-027,Cho Hyunwoo,71893,2025-07-11T12:18:00,KR,Busan,35.182803,129.075881,transfer-busan-01,TRANSFER,web-trusted-sim-cust-027,ACCOUNT,12,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-089-NORMAL-0001,SIM-CUST-089,Jang Jiwon,87893,2025-07-11T12:24:00,KR,Daegu,35.874986,128.587657,grocery-daegu-01,GROCERY,web-trusted-sim-cust-089,E-PAY,12,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-092-NORMAL-0001,SIM-CUST-092,Oh Seoyeon,149204,2025-07-11T12:33:00,KR,Busan,35.200497,129.073646,online-busan-01,ONLINE,web-trusted-sim-cust-092,E-PAY,12,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-053-NORMAL-0001,SIM-CUST-053,Seo Jiho,107560,2025-07-11T12:36:00,KR,Incheon,37.469805,126.712097,medical-incheon-01,MEDICAL,web-trusted-sim-cust-053,E-PAY,12,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-035-NORMAL-0001,SIM-CUST-035,Kwon Doyun,106368,2025-07-11T12:42:00,KR,Daejeon,36.357307,127.378381,medical-daejeon-01,MEDICAL,web-trusted-sim-cust-035,E-PAY,12,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-055-NORMAL-0001,SIM-CUST-055,Kwon Doyun,43300,2025-07-11T12:42:00,KR,Daejeon,36.349085,127.380092,grocery-daejeon-01,GROCERY,web-trusted-sim-cust-055,CARD,12,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-095-NORMAL-0001,SIM-CUST-095,Kwon Doyun,73742,2025-07-11T12:42:00,KR,Daejeon,36.343606,127.381291,dining-daejeon-01,DINING,web-trusted-sim-cust-095,E-PAY,12,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-077-NORMAL-0001,SIM-CUST-077,Ahn Hyunwoo,103950,2025-07-11T12:48:00,KR,Busan,35.179134,129.065327,grocery-busan-01,GROCERY,web-trusted-sim-cust-077,E-PAY,12,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-002-NORMAL-0001,SIM-CUST-002,Lee Seoyeon,44338,2025-07-11T13:03:00,KR,Busan,35.173932,129.099286,dining-busan-01,DINING,web-trusted-sim-cust-002,CARD,13,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-062-NORMAL-0001,SIM-CUST-062,Lee Seoyeon,128456,2025-07-11T13:03:00,KR,Busan,35.187365,129.071827,medical-busan-01,MEDICAL,web-trusted-sim-cust-062,E-PAY,13,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-083-NORMAL-0001,SIM-CUST-083,Park Jiho,101183,2025-07-11T13:06:00,KR,Incheon,37.456439,126.684603,cafe-incheon-01,CAFE,web-trusted-sim-cust-083,E-PAY,13,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-044-NORMAL-0001,SIM-CUST-044,Choi Haein,119298,2025-07-11T13:09:00,KR,Daegu,35.890955,128.583848,medical-daegu-01,MEDICAL,web-trusted-sim-cust-044,E-PAY,13,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-086-NORMAL-0001,SIM-CUST-086,Kang Yuna,53136,2025-07-11T13:15:00,KR,Seoul,37.569326,126.980323,utility-seoul-01,UTILITY,web-trusted-sim-cust-086,E-PAY,13,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-010-NORMAL-0001,SIM-CUST-010,Lim Nari,48799,2025-07-11T13:27:00,KR,Daejeon,36.332396,127.364613,grocery-daejeon-01,GROCERY,web-trusted-sim-cust-010,CARD,13,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-032-NORMAL-0001,SIM-CUST-032,Oh Seoyeon,30440,2025-07-11T13:33:00,KR,Busan,35.197113,129.071303,utility-busan-01,UTILITY,web-trusted-sim-cust-032,E-PAY,13,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-056-NORMAL-0001,SIM-CUST-056,Hwang Yuna,40539,2025-07-11T13:45:00,KR,Seoul,37.583323,126.961242,grocery-seoul-01,GROCERY,web-trusted-sim-cust-056,E-PAY,13,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-059-NORMAL-0001,SIM-CUST-059,Hong Jiwon,55622,2025-07-11T13:54:00,KR,Daegu,35.877555,128.614175,cafe-daegu-01,CAFE,web-trusted-sim-cust-059,E-PAY,13,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-080-NORMAL-0001,SIM-CUST-080,Moon Nari,51584,2025-07-11T13:57:00,KR,Daejeon,36.364929,127.401459,cafe-daejeon-01,CAFE,web-trusted-sim-cust-080,E-PAY,13,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-024-NORMAL-0001,SIM-CUST-024,Choi Haein,94440,2025-07-11T14:09:00,KR,Daegu,35.865433,128.576745,transport-daegu-01,TRANSPORT,web-trusted-sim-cust-024,ACCOUNT,14,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-006-NORMAL-0001,SIM-CUST-006,Kang Yuna,120329,2025-07-11T14:15:00,KR,Seoul,37.546575,126.991149,cafe-seoul-01,CAFE,web-trusted-sim-cust-006,ACCOUNT,14,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-012-NORMAL-0001,SIM-CUST-012,Oh Seoyeon,37658,2025-07-11T14:33:00,KR,Busan,35.192729,129.057117,cafe-busan-01,CAFE,web-trusted-sim-cust-012,ACCOUNT,14,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-054-NORMAL-0001,SIM-CUST-054,Shin Haein,77247,2025-07-11T14:39:00,KR,Daegu,35.884839,128.604272,dining-daegu-01,DINING,web-trusted-sim-cust-054,ACCOUNT,14,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-096-NORMAL-0001,SIM-CUST-096,Hwang Yuna,94464,2025-07-11T14:45:00,KR,Seoul,37.58856,126.96356,transport-seoul-01,TRANSPORT,web-trusted-sim-cust-096,ACCOUNT,14,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-018-NORMAL-0001,SIM-CUST-018,Song Sumin,52224,2025-07-11T14:51:00,KR,Incheon,37.480148,126.699575,grocery-incheon-01,GROCERY,web-trusted-sim-cust-018,ACCOUNT,14,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-066-NORMAL-0001,SIM-CUST-066,Kang Yuna,77114,2025-07-11T15:15:00,KR,Seoul,37.543864,126.982469,dining-seoul-01,DINING,web-trusted-sim-cust-066,ACCOUNT,15,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-008-NORMAL-0001,SIM-CUST-008,Yoon Sumin,57838,2025-07-11T16:21:00,KR,Incheon,37.441838,126.698819,medical-incheon-01,MEDICAL,web-trusted-sim-cust-008,CARD,16,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-030-NORMAL-0001,SIM-CUST-030,Lim Nari,152874,2025-07-11T16:27:00,KR,Daejeon,36.351368,127.383446,grocery-daejeon-01,GROCERY,web-trusted-sim-cust-030,ACCOUNT,16,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-090-NORMAL-0001,SIM-CUST-090,Lim Nari,157481,2025-07-11T16:27:00,KR,Daejeon,36.37049,127.391195,online-daejeon-01,ONLINE,web-trusted-sim-cust-090,ACCOUNT,16,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-061-NORMAL-0001,SIM-CUST-061,Kim Minjun,57167,2025-07-11T18:00:00,KR,Seoul,37.585777,126.954307,shopping-seoul-01,SHOPPING,web-trusted-sim-cust-061,CARD,18,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-004-NORMAL-0001,SIM-CUST-004,Choi Haein,33526,2025-07-11T18:09:00,KR,Daegu,35.88954,128.594558,transport-daegu-01,TRANSPORT,web-trusted-sim-cust-004,CARD,18,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-068-NORMAL-0001,SIM-CUST-068,Yoon Sumin,117054,2025-07-11T18:21:00,KR,Incheon,37.467979,126.708574,grocery-incheon-01,GROCERY,web-trusted-sim-cust-068,E-PAY,18,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-049-NORMAL-0001,SIM-CUST-049,Jang Jiwon,61051,2025-07-11T18:24:00,KR,Daegu,35.880809,128.600979,dining-daegu-01,DINING,web-trusted-sim-cust-049,CARD,18,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-050-NORMAL-0001,SIM-CUST-050,Lim Nari,111522,2025-07-11T18:27:00,KR,Daejeon,36.334636,127.370416,utility-daejeon-01,UTILITY,web-trusted-sim-cust-050,E-PAY,18,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-031-NORMAL-0001,SIM-CUST-031,Han Minjun,111058,2025-07-11T18:30:00,KR,Seoul,37.561803,126.972416,transport-seoul-01,TRANSPORT,web-trusted-sim-cust-031,CARD,18,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-097-NORMAL-0001,SIM-CUST-097,Ahn Hyunwoo,98028,2025-07-11T18:48:00,KR,Busan,35.200138,129.077005,online-busan-01,ONLINE,web-trusted-sim-cust-097,CARD,18,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-038-NORMAL-0001,SIM-CUST-038,Song Sumin,83603,2025-07-11T18:51:00,KR,Incheon,37.435048,126.688849,cafe-incheon-01,CAFE,web-trusted-sim-cust-038,E-PAY,18,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-019-NORMAL-0001,SIM-CUST-019,Hong Jiwon,143448,2025-07-11T18:54:00,KR,Daegu,35.890622,128.623935,grocery-daegu-01,GROCERY,web-trusted-sim-cust-019,CARD,18,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-040-NORMAL-0001,SIM-CUST-040,Moon Nari,59526,2025-07-11T18:57:00,KR,Daejeon,36.34561,127.377379,dining-daejeon-01,DINING,web-trusted-sim-cust-040,CARD,18,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-100-NORMAL-0001,SIM-CUST-100,Moon Nari,119769,2025-07-11T18:57:00,KR,Daejeon,36.37344,127.372927,grocery-daejeon-01,GROCERY,web-trusted-sim-cust-100,CARD,18,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-022-NORMAL-0001,SIM-CUST-022,Lee Seoyeon,51609,2025-07-11T19:03:00,KR,Busan,35.191809,129.086877,online-busan-01,ONLINE,web-trusted-sim-cust-022,CARD,19,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-043-NORMAL-0001,SIM-CUST-043,Park Jiho,49697,2025-07-11T19:06:00,KR,Incheon,37.455729,126.688138,dining-incheon-01,DINING,web-trusted-sim-cust-043,CARD,19,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-026-NORMAL-0001,SIM-CUST-026,Kang Yuna,35533,2025-07-11T19:15:00,KR,Seoul,37.587697,126.990132,online-seoul-01,ONLINE,web-trusted-sim-cust-026,E-PAY,19,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-011-NORMAL-0001,SIM-CUST-011,Han Minjun,55193,2025-07-11T19:30:00,KR,Seoul,37.553744,126.95529,grocery-seoul-01,GROCERY,web-trusted-sim-cust-011,E-PAY,19,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-073-NORMAL-0001,SIM-CUST-073,Seo Jiho,101727,2025-07-11T19:36:00,KR,Incheon,37.438179,126.726947,grocery-incheon-01,GROCERY,web-trusted-sim-cust-073,CARD,19,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-076-NORMAL-0001,SIM-CUST-076,Hwang Yuna,114351,2025-07-11T19:45:00,KR,Seoul,37.583946,126.961398,utility-seoul-01,UTILITY,web-trusted-sim-cust-076,CARD,19,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-058-NORMAL-0001,SIM-CUST-058,Song Sumin,103570,2025-07-11T19:51:00,KR,Incheon,37.442779,126.700846,online-incheon-01,ONLINE,web-trusted-sim-cust-058,CARD,19,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-098-NORMAL-0001,SIM-CUST-098,Song Sumin,124284,2025-07-11T19:51:00,KR,Incheon,37.449991,126.714779,online-incheon-01,ONLINE,web-trusted-sim-cust-098,E-PAY,19,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-079-NORMAL-0001,SIM-CUST-079,Hong Jiwon,121434,2025-07-11T19:54:00,KR,Daegu,35.87343,128.582486,cafe-daegu-01,CAFE,web-trusted-sim-cust-079,CARD,19,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-069-NORMAL-0001,SIM-CUST-069,Jang Jiwon,81955,2025-07-11T20:24:00,KR,Daegu,35.867865,128.591646,transport-daegu-01,TRANSPORT,web-trusted-sim-cust-069,ACCOUNT,20,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-071-NORMAL-0001,SIM-CUST-071,Han Minjun,46803,2025-07-11T20:30:00,KR,Seoul,37.556021,126.994342,grocery-seoul-01,GROCERY,web-trusted-sim-cust-071,E-PAY,20,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-091-NORMAL-0001,SIM-CUST-091,Han Minjun,124880,2025-07-11T20:30:00,KR,Seoul,37.547897,126.996683,grocery-seoul-01,GROCERY,web-trusted-sim-cust-091,CARD,20,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-015-NORMAL-0001,SIM-CUST-015,Kwon Doyun,94179,2025-07-11T20:42:00,KR,Daejeon,36.333403,127.38813,transport-daejeon-01,TRANSPORT,web-trusted-sim-cust-015,ACCOUNT,20,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-099-NORMAL-0001,SIM-CUST-099,Hong Jiwon,122481,2025-07-11T20:54:00,KR,Daegu,35.888426,128.611279,grocery-daegu-01,GROCERY,web-trusted-sim-cust-099,ACCOUNT,20,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-023-NORMAL-0001,SIM-CUST-023,Park Jiho,77605,2025-07-11T21:06:00,KR,Incheon,37.450585,126.686672,cafe-incheon-01,CAFE,web-trusted-sim-cust-023,E-PAY,21,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-005-NORMAL-0001,SIM-CUST-005,Jung Doyun,84403,2025-07-11T21:12:00,KR,Daejeon,36.354583,127.408321,grocery-daejeon-01,GROCERY,web-trusted-sim-cust-005,CARD,21,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-033-NORMAL-0001,SIM-CUST-033,Seo Jiho,68098,2025-07-11T21:36:00,KR,Incheon,37.460116,126.712158,transport-incheon-01,TRANSPORT,web-trusted-sim-cust-033,ACCOUNT,21,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-075-NORMAL-0001,SIM-CUST-075,Kwon Doyun,140980,2025-07-11T21:42:00,KR,Daejeon,36.370323,127.40586,cafe-daejeon-01,CAFE,web-trusted-sim-cust-075,ACCOUNT,21,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-039-NORMAL-0001,SIM-CUST-039,Hong Jiwon,107050,2025-07-11T21:54:00,KR,Daegu,35.868086,128.599199,dining-daegu-01,DINING,web-trusted-sim-cust-039,ACCOUNT,21,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-081-NORMAL-0001,SIM-CUST-081,Kim Minjun,90128,2025-07-11T22:00:00,KR,Seoul,37.562166,126.983229,transfer-seoul-01,TRANSFER,web-trusted-sim-cust-081,ACCOUNT,22,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-063-NORMAL-0001,SIM-CUST-063,Park Jiho,91053,2025-07-11T22:06:00,KR,Incheon,37.446846,126.728021,online-incheon-01,ONLINE,web-trusted-sim-cust-063,ACCOUNT,22,4,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-082-NORMAL-0002,SIM-CUST-082,Lee Seoyeon,40036,2025-07-12T07:10:00,KR,Busan,35.165529,129.066941,utility-busan-02,UTILITY,mobile-primary-sim-cust-082,CARD,7,5,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-046-NORMAL-0002,SIM-CUST-046,Kang Yuna,93152,2025-07-12T07:22:00,KR,Seoul,37.572202,126.961452,cafe-seoul-02,CAFE,mobile-primary-sim-cust-046,CARD,7,5,0,0,0,0,0,NORMAL_BASELINE
SIM-CUST-094-NORMAL-0002,SIM-CUST-094,Shin Haein,100259,2025-07-12T07:46:00,KR,Daegu,35.8735,128.602665,cafe-daegu-02,CAFE,mobile-primary-sim-cust-094,CARD,7,5,0,0,0,0,0,NORMAL_BASELINE
